------------------------------------------------------------,,,,,,,,,,,,,,,
Pegasus - BAE Systems AI Labs,,,,,,,,,,,,,,,
Environment Data,,,,,,,,,,,,,,,
File created: 05/05/2017 15:53:23 (local),,,,,,,,,,,,,,,
------------------------------------------------------------,,,,,,,,,,,,,,,
Master Index,Session Index,Date (D/M/Y),Time (H:M:S),Vcc,Battery Voltage,Temperature (degC),Humidity (%),Pressure (hPa),Dust (pcs/litre),CO (ppm),CO2 (ppm),NH3 (ppm),O2(%),Sound (dB),Vibration (g)
12374,1558,18/04/2017,09:52:01,4.94,7.99,13.5,51.3,1026.54,37.49,0.76,1088,1.45,9.35,108.5,0.45
12375,1559,18/04/2017,09:52:11,4.94,8.03,13.5,51.4,1026.59,30.45,0.76,1088,1.32,9.35,104.39,0.42
12376,1560,18/04/2017,09:52:21,4.94,8.05,13.6,51.3,1026.61,34.36,0.79,1088,1.4,9.41,104.08,0.48
12377,1561,18/04/2017,09:52:31,4.94,8.01,13.5,50.9,1026.45,37.49,0.78,1088,1.09,9.34,136.53,0.47
12378,1562,18/04/2017,09:52:41,4.91,8,13.5,50.8,1026.17,34.21,0.76,1088,1.16,9.46,115.3,0.62
12379,1563,18/04/2017,09:52:51,4.94,7.96,13.5,50.9,1025.73,37.49,0.78,1088,1.16,9.43,124.97,0.5
12380,1564,18/04/2017,09:53:01,4.94,7.95,13.5,50.8,1025.73,35.93,0.73,1088,1.29,9.47,114.63,0.53
12381,1565,18/04/2017,09:53:11,4.94,7.97,13.5,50.7,1026.13,30.45,0.76,1088,1.16,9.47,110.88,0.37
12382,1566,18/04/2017,09:53:21,4.94,8,13.5,50.8,1026.55,30.45,0.73,1088,1.51,9.35,106.25,0.47
12383,1567,18/04/2017,09:53:31,4.91,8,13.5,50.7,1026.52,30.31,0.76,1088,1.52,9.46,103.46,0.44
12384,1568,18/04/2017,09:53:41,4.94,7.98,13.5,50.7,1026.51,29.67,0.83,1088,1.29,9.43,127.51,0.61
12385,1569,18/04/2017,09:53:51,4.91,8.01,13.6,50.8,1026.45,30.31,0.78,1088,1.26,9.43,97.03,0.33
12386,1570,18/04/2017,09:54:01,4.91,7.97,13.5,50.9,1026.51,38.11,0.83,1088,1.51,9.35,111.43,0.28
12387,1571,18/04/2017,09:54:11,4.96,7.95,13.5,51.1,1026.52,31.37,0.82,1088,1.25,9.43,103.81,0.44
12388,1572,18/04/2017,09:54:21,4.91,7.99,13.6,51.3,1026.38,31.09,0.82,1088,1.35,9.34,100.31,0.3
12389,1573,18/04/2017,09:54:31,4.94,7.99,13.6,51.1,1026.29,30.45,0.82,1088,1.25,9.47,109.82,0.34
12390,1574,18/04/2017,09:54:41,4.94,7.95,13.6,50.9,1026.15,31.23,0.73,1088,1.33,9.43,128.77,0.65
12391,1575,18/04/2017,09:54:51,4.94,7.98,13.6,50.8,1025.48,29.67,0.83,1088,1.36,9.41,123.88,0.56
12392,1576,18/04/2017,09:55:01,4.91,8,13.6,50.8,1025.47,31.87,0.82,1088,1.36,9.43,136.58,0.42
12393,1577,18/04/2017,09:55:11,4.91,7.97,13.6,50.8,1025.72,31.09,0.93,1088,1.36,9.46,117.04,0.64
12394,1578,18/04/2017,09:55:21,4.89,7.91,13.6,50.6,1026.12,30.95,0.76,1088,1.51,9.35,136.12,0.76
12395,1579,18/04/2017,09:55:31,4.91,7.93,13.6,50.7,1026.31,33.43,0.82,1088,1.36,9.31,133.43,0.54
12396,1580,18/04/2017,09:55:41,4.91,7.91,13.6,50.7,1026.63,30.31,0.73,1088,1.33,9.43,100.65,0.49
12397,1581,18/04/2017,09:55:51,4.91,7.96,13.6,50.6,1026.54,31.09,0.9,1088,1.26,9.41,83.36,0.29
12398,1582,18/04/2017,09:56:01,4.91,7.92,13.6,50.5,1026.74,37.33,0.76,1088,1.52,9.46,101.6,0.52
12399,1583,18/04/2017,09:56:11,4.91,7.86,13.6,50.6,1026.69,37.33,0.84,1088,1.28,9.37,93.59,0.32
12400,1584,18/04/2017,09:56:21,4.91,7.83,13.6,50.4,1026.85,31.87,0.93,1088,1.36,9.31,83.72,0.22
12401,1585,18/04/2017,09:56:31,4.91,7.82,13.6,50.2,1026.83,37.33,0.86,1088,1.17,9.43,79.4,0.22
12402,1586,18/04/2017,09:56:41,4.91,7.82,13.6,50.1,1026.83,37.33,0.86,1088,1.47,9.36,59.31,0.15
12403,1587,18/04/2017,09:56:51,4.91,7.82,13.6,50.2,1026.83,29.53,0.85,1088,1.63,9.58,79.46,0.12
12404,1588,18/04/2017,09:57:01,4.91,7.77,13.6,50.6,1026.88,29.53,0.76,1088,1.94,9.48,50.23,0.09
12405,1589,18/04/2017,09:57:11,4.91,7.81,13.7,51.9,1026.86,27.97,0.78,1088,1.63,9.49,52.89,0.09
12406,1590,18/04/2017,09:57:21,4.91,7.78,13.7,52.7,1026.86,37.33,0.79,1088,1.72,9.38,57.97,0.09
12407,1591,18/04/2017,09:57:31,4.91,7.78,13.7,52.9,1026.87,37.33,0.67,1088,2.28,9.48,52.13,0.1
12408,1592,18/04/2017,09:57:41,4.91,7.73,13.8,53.8,1026.79,31.09,0.77,1088,2.48,9.36,67.13,0.09
12409,1593,18/04/2017,09:57:51,4.91,7.73,13.8,54.1,1026.85,37.33,0.75,1088,2.79,9.52,52.27,0.09
12410,1594,18/04/2017,09:58:01,4.91,7.72,13.8,54.3,1026.84,29.53,0.76,1088,2.47,9.49,52.13,0.09
12411,1595,18/04/2017,09:58:11,4.91,7.72,13.9,54.6,1026.97,30.31,0.75,1088,2.71,9.36,68.11,0.09
12412,1596,18/04/2017,09:58:21,4.91,7.7,13.9,54.8,1026.89,31.87,0.76,1088,2.42,9.36,96.06,0.1
12413,1597,18/04/2017,09:58:31,4.91,7.74,13.9,54.9,1026.9,31.09,0.78,1088,2.16,9.37,59.31,0.09
12414,1598,18/04/2017,09:58:41,4.91,7.7,13.9,54.7,1026.95,33.43,0.75,1082,2.11,9.37,55.04,0.09
12415,1599,18/04/2017,09:58:51,4.91,7.73,13.9,54.3,1026.99,27.97,0.66,1082,2.46,9.5,51.99,0.1
12416,1600,18/04/2017,09:59:01,4.91,7.68,13.9,54.9,1026.91,37.33,0.75,1082,2.36,9.48,56.27,0.09
12417,1601,18/04/2017,09:59:11,4.91,7.7,14,54.7,1026.93,30.31,0.77,1082,2.25,9.46,52.89,0.1
12418,1602,18/04/2017,09:59:21,4.91,7.68,14,53.7,1026.93,37.33,0.77,1082,2.16,9.48,53.03,0.1
12419,1603,18/04/2017,09:59:32,4.91,7.74,14,53.2,1026.94,37.33,0.71,1082,2.04,9.36,52.89,0.1
12420,1604,18/04/2017,09:59:42,4.91,7.7,14,53.1,1026.97,29.53,0.71,1082,2.12,9.37,105.57,0.1
12421,1605,18/04/2017,09:59:52,4.91,7.69,14,53.1,1027.01,31.87,0.79,1082,2.43,9.48,51.85,0.1
12422,1606,18/04/2017,10:00:02,4.91,7.74,14,53.7,1026.98,31.87,0.66,1082,2.67,9.49,53.03,0.09
12423,1607,18/04/2017,10:00:12,4.91,7.69,14,54.4,1026.96,27.97,0.76,1082,2.53,9.37,49.6,0.09
12424,1608,18/04/2017,10:00:22,4.91,7.7,14.1,55,1027.02,31.09,0.71,1082,2.95,9.37,62.89,0.09
12425,1609,18/04/2017,10:00:32,4.91,7.75,14.1,55.3,1027,30.31,0.57,1082,2.88,9.43,57.83,0.1
12426,1610,18/04/2017,10:00:42,4.91,7.71,14.2,55.3,1026.97,31.09,0.57,1082,3.29,9.46,56.27,0.11
12427,1611,18/04/2017,10:00:52,4.91,7.63,14.2,55.5,1026.99,31.09,0.6,1082,2.95,9.49,53.03,0.1
12428,1612,18/04/2017,10:01:02,4.91,7.67,14.2,55.4,1026.9,34.21,0.61,1082,3.11,9.5,53.91,0.1
12429,1613,18/04/2017,10:01:12,4.91,7.65,14.2,55.7,1026.91,38.11,0.55,1082,2.86,9.46,52.13,0.09
12430,1614,18/04/2017,10:01:22,4.91,7.64,14.3,55.9,1026.94,36.55,0.63,1082,2.82,9.43,52.13,0.09
12431,1615,18/04/2017,10:01:32,4.91,7.7,14.3,55.7,1027.08,34.21,0.54,1082,3.18,9.48,50.58,0.09
12432,1616,18/04/2017,10:01:42,4.91,7.65,14.3,56,1026.95,35.77,0.55,1082,2.99,9.5,57.83,0.1
12433,1617,18/04/2017,10:01:52,4.91,7.69,14.4,55.9,1026.97,36.55,0.57,1082,2.55,9.36,52.89,0.09
12434,1618,18/04/2017,10:02:02,4.91,7.63,14.4,55.3,1027.01,36.55,0.64,1082,2.77,9.48,56.27,0.09
12435,1619,18/04/2017,10:02:12,4.91,7.66,14.4,54.9,1026.96,31.87,0.61,1082,2.49,9.46,63.39,0.09
12436,1620,18/04/2017,10:02:22,4.91,7.71,14.4,54.3,1026.94,36.55,0.68,1082,2.74,9.43,52.13,0.1
12437,1621,18/04/2017,10:02:32,4.91,7.65,14.5,54.1,1026.9,31.87,0.63,1082,2.68,9.37,53.03,0.09
12438,1622,18/04/2017,10:02:42,4.91,7.71,14.5,53.9,1026.95,35.77,0.63,1082,2.83,9.46,52.89,0.1
12439,1623,18/04/2017,10:02:52,4.94,7.66,14.5,53.8,1026.94,34.36,0.61,1082,2.72,9.47,55.18,0.09
12440,1624,18/04/2017,10:03:02,4.94,7.66,14.5,53.8,1026.99,35.93,0.61,1082,2.66,9.47,50.58,0.09
12441,1625,18/04/2017,10:03:12,4.94,7.69,14.5,53.7,1027.03,35.93,0.59,1082,3.14,9.37,56.27,0.1
12442,1626,18/04/2017,10:03:22,4.94,7.69,14.6,53.7,1027.01,34.36,0.66,1082,2.54,9.48,53.03,0.1
12443,1627,18/04/2017,10:03:32,4.94,7.69,14.6,53.3,1027.01,36.71,0.59,1082,3.05,9.5,51.19,0.1
12444,1628,18/04/2017,10:03:42,4.91,7.66,14.6,53.2,1027.01,33.43,0.68,1082,3.11,9.46,98.2,0.1
12445,1629,18/04/2017,10:03:52,4.94,7.65,14.6,53.2,1026.99,33.58,0.59,1082,2.96,9.47,94.07,0.1
12446,1630,18/04/2017,10:04:02,4.94,7.68,14.6,53.5,1027.06,36.71,0.63,1082,2.6,9.47,53.03,0.1
12447,1631,18/04/2017,10:04:12,4.94,7.66,14.7,53.7,1027.05,33.58,0.6,1082,2.71,9.47,52.13,0.1
12448,1632,18/04/2017,10:04:22,4.94,7.68,14.7,53.6,1027.04,34.36,0.65,1082,2.51,9.37,51.52,0.1
12449,1633,18/04/2017,10:04:32,4.94,7.68,14.7,53.3,1027,35.93,0.74,1082,2.49,9.37,50.23,0.1
12450,1634,18/04/2017,10:04:42,4.94,7.7,14.8,52.8,1027.02,36.71,0.76,1082,2.27,9.36,53.03,0.09
12451,1635,18/04/2017,10:04:52,4.94,7.67,14.8,52.2,1027.15,34.36,0.69,1082,2.4,9.35,61.42,0.1
12452,1636,18/04/2017,10:05:02,4.91,7.72,14.8,51.9,1027.11,31.87,0.65,1082,2.43,9.35,95.58,0.11
12453,1637,18/04/2017,10:05:12,4.94,7.72,14.8,52.1,1027.03,33.58,0.65,1082,2.66,9.37,52.89,0.1
12454,1638,18/04/2017,10:05:22,4.91,7.69,14.8,52,1027.09,36.55,0.69,1082,2.66,9.37,52.13,0.1
12455,1639,18/04/2017,10:05:32,4.91,7.69,14.9,52.4,1027.08,31.87,0.76,1082,2.36,9.43,51.99,0.09
12456,1640,18/04/2017,10:05:42,4.91,7.71,14.9,52,1027.09,36.55,0.66,1082,2.31,9.46,58.35,0.09
12457,1641,18/04/2017,10:05:52,4.94,7.73,14.9,51.7,1027.17,35.93,0.65,1082,2.13,9.35,51.99,0.09
12458,1642,18/04/2017,10:06:02,4.91,7.67,15,51.7,1027.03,31.87,0.76,1082,2.28,9.43,49.74,0.09
12459,1643,18/04/2017,10:06:12,4.91,7.76,15,52.1,1027.09,34.21,0.74,1082,2.67,9.36,63.39,0.1
12460,1644,18/04/2017,10:06:22,4.94,7.77,15,52.2,1027.01,36.71,0.64,1082,3.2,9.43,86.86,0.1
12461,1645,18/04/2017,10:06:32,4.94,7.7,15,52.5,1027.07,34.36,0.58,1082,3.16,9.43,52.75,0.09
12462,1646,18/04/2017,10:06:42,4.91,7.75,15,52.5,1027.02,31.87,0.67,1082,3.13,9.35,55.04,0.1
12463,1647,18/04/2017,10:06:52,4.94,7.75,15,52.3,1027.07,35.93,0.62,1082,3.54,9.35,113.86,0.11
12464,1648,18/04/2017,10:07:02,4.94,7.76,15.1,52.2,1027.03,32.01,0.61,1082,3.44,9.43,52.89,0.09
12465,1649,18/04/2017,10:07:12,4.94,7.71,15.1,52.1,1027.12,35.93,0.56,1082,3.73,9.43,52.13,0.09
12466,1650,18/04/2017,10:07:22,4.94,7.73,15.2,51.8,1027.01,32.01,0.58,1082,3.61,9.43,53.33,0.09
12467,1651,18/04/2017,10:07:32,4.94,7.77,15.2,51.3,1027.07,32.01,0.56,1082,3.72,9.46,52.89,0.09
12468,1652,18/04/2017,10:07:42,4.91,7.75,15.2,51,1027.04,34.21,0.54,1082,3.63,9.43,91.47,0.1
12469,1653,18/04/2017,10:07:52,4.91,7.75,15.2,50.6,1027.06,36.55,0.55,1082,3.52,9.36,103.9,0.1
12470,1654,18/04/2017,10:08:02,4.91,7.75,15.2,50.4,1027.06,31.87,0.61,1082,3.65,9.35,101.7,0.11
12471,1655,18/04/2017,10:08:12,4.94,7.73,15.2,49.9,1027.03,36.71,0.62,1082,3.38,9.35,53.03,0.09
12472,1656,18/04/2017,10:08:22,4.94,7.78,15.2,49.5,1027.17,36.71,0.65,1082,3.21,9.31,57.97,0.1
12473,1657,18/04/2017,10:08:32,4.94,7.76,15.3,49.4,1027.15,35.93,0.65,1082,2.84,9.37,52.89,0.1
12474,1658,18/04/2017,10:08:42,4.91,7.69,15.3,49.5,1027.08,34.21,0.56,1082,2.81,9.43,50.1,0.09
12475,1659,18/04/2017,10:08:52,4.94,7.73,15.3,49.9,1027.21,34.36,0.61,1082,2.83,9.46,77.09,0.1
12476,1660,18/04/2017,10:09:02,4.94,7.71,15.3,50.1,1027.15,34.36,0.64,1082,2.79,9.46,106.33,0.12
12477,1661,18/04/2017,10:09:12,4.94,7.73,15.4,50,1027.16,35.93,0.57,1082,2.58,9.41,50.23,0.09
12478,1662,18/04/2017,10:09:22,4.94,7.71,15.3,49.8,1027.15,36.71,0.65,1082,2.66,9.43,50.72,0.09
12479,1663,18/04/2017,10:09:32,4.94,7.79,15.4,50.1,1027.12,34.36,0.64,1082,2.47,9.36,53.03,0.1
12480,1664,18/04/2017,10:09:42,4.91,7.77,15.4,50.2,1027.09,33.43,0.67,1082,2.55,9.36,53.03,0.1
12481,1665,18/04/2017,10:09:52,4.91,7.73,15.4,50.2,1027.13,35.77,0.67,1082,2.41,9.43,50.23,0.1
12482,1666,18/04/2017,10:10:02,4.94,7.66,15.4,49.9,1027.1,32.01,0.7,1082,2.3,9.43,52.13,0.09
12483,1667,18/04/2017,10:10:12,4.91,7.75,15.4,49.3,1027.12,34.21,0.75,1082,2.26,9.46,68.38,0.1
12484,1668,18/04/2017,10:10:22,4.94,7.67,15.4,49,1027.19,30.45,0.72,1082,2.41,9.46,96.95,0.12
12485,1669,18/04/2017,10:10:32,4.91,7.73,15.4,49,1027.19,30.31,0.77,1082,2.41,9.36,52.89,0.1
12486,1670,18/04/2017,10:10:42,4.94,7.77,15.5,49.5,1027.2,30.45,0.81,1082,2.17,9.43,102.84,0.11
12487,1671,18/04/2017,10:10:52,4.94,7.74,15.5,49.4,1027.07,29.67,0.81,1082,2.23,9.43,118.85,0.11
12488,1672,18/04/2017,10:11:02,4.91,7.73,15.5,49,1027.25,29.53,0.71,1082,1.78,9.37,110.25,0.34
12489,1673,18/04/2017,10:11:12,4.91,7.71,15.5,48.6,1027.15,30.31,0.78,1082,2.11,9.43,81.62,0.22
12490,1674,18/04/2017,10:11:22,4.91,7.68,15.5,48.6,1027.18,30.31,0.78,1082,2.11,9.41,106.08,0.46
12491,1675,18/04/2017,10:11:32,4.91,7.69,15.5,48.3,1027.11,33.43,0.78,1082,2.01,9.43,76.81,0.25
12492,1676,18/04/2017,10:11:42,4.91,7.73,15.5,47.8,1027.12,29.53,0.79,1082,1.91,9.46,91.08,0.46
12493,1677,18/04/2017,10:11:52,4.91,7.68,15.5,47.2,1027.01,34.21,0.85,1082,1.79,9.43,117.86,0.43
12494,1678,18/04/2017,10:12:02,4.91,7.65,15.5,46.5,1027.01,30.31,0.85,1082,1.6,9.43,95.15,0.24
12495,1679,18/04/2017,10:12:12,4.91,7.62,15.5,46,1026.96,34.21,0.89,1082,1.48,9.43,86.86,0.28
12496,1680,18/04/2017,10:12:22,4.91,7.6,15.5,46.1,1026.83,34.21,0.89,1082,1.61,9.43,91.61,0.3
12497,1681,18/04/2017,10:12:32,4.91,7.61,15.5,46.3,1026.67,34.21,0.93,1082,1.27,9.41,121.25,0.53
12498,1682,18/04/2017,10:12:42,4.91,7.56,15.5,46.4,1026.94,34.21,0.86,1082,1.24,9.41,100.65,0.41
12499,1683,18/04/2017,10:12:52,4.91,7.55,15.5,46,1026.79,34.21,0.89,1082,1.25,9.43,113.29,0.53
12500,1684,18/04/2017,10:13:02,4.91,7.56,15.5,45.6,1026.69,34.21,0.94,1082,1.28,9.35,124.15,0.62
12501,1685,18/04/2017,10:13:12,4.91,7.55,15.5,45.6,1026.72,31.87,0.95,1082,1.33,9.49,121.84,0.59
12502,1686,18/04/2017,10:13:22,4.91,7.56,15.5,45.6,1026.86,30.31,0.91,1082,1.49,9.36,106.88,0.4
12503,1687,18/04/2017,10:13:32,4.91,7.54,15.5,45.6,1026.96,31.87,0.94,1082,1.41,9.52,92.11,0.37
12504,1688,18/04/2017,10:13:42,4.91,7.46,15.4,45.7,1026.87,31.87,0.94,1082,1.41,9.5,109.01,0.51
12505,1689,18/04/2017,10:13:52,4.91,7.54,15.4,46,1026.93,30.31,0.93,1082,1.36,9.48,106.38,0.29
12506,1690,18/04/2017,10:14:02,4.91,7.48,15.4,46,1026.85,34.21,0.86,1082,1.28,9.38,102.66,0.37
12507,1691,18/04/2017,10:14:12,4.91,7.47,15.4,45.9,1026.88,30.31,0.86,1082,1.33,9.46,122.04,0.48
12508,1692,18/04/2017,10:14:22,4.91,7.48,15.3,45.7,1026.79,30.31,0.94,1082,1.37,9.48,99.72,0.38
12509,1693,18/04/2017,10:14:32,4.91,7.48,15.3,45.6,1026.89,34.21,0.91,1082,1.29,9.36,136.58,0.49
12510,1694,18/04/2017,10:14:42,4.91,7.41,15.3,45.6,1026.91,30.31,0.91,1082,1.37,9.37,99.12,0.43
12511,1695,18/04/2017,10:14:52,4.89,7.44,15.3,45.4,1026.89,30.18,0.94,1082,1.63,9.47,91.86,0.33
12512,1696,18/04/2017,10:15:02,4.91,7.42,15.2,45.2,1026.85,30.31,0.76,1082,1.59,9.48,100.6,0.24
12513,1697,18/04/2017,10:15:12,4.91,7.46,15.2,45.4,1026.67,31.87,0.79,1082,1.77,9.36,96.48,0.26
12514,1698,18/04/2017,10:15:22,4.91,7.4,15.2,45.5,1026.78,34.21,0.72,1082,1.9,9.52,94.66,0.25
12515,1699,18/04/2017,10:15:32,4.91,7.41,15.2,45.6,1026.77,30.31,0.71,1082,2.12,9.48,102.39,0.37
12516,1700,18/04/2017,10:15:42,4.91,7.43,15.2,45.7,1026.8,29.53,0.79,1082,1.82,9.52,99.06,0.25
12517,1701,18/04/2017,10:15:52,4.91,7.44,15.1,45.9,1026.74,30.31,0.79,1082,1.77,9.46,95.58,0.37
12518,1702,18/04/2017,10:16:02,4.91,7.39,15.1,45.9,1026.75,29.53,0.76,1082,1.77,9.49,103.46,0.34
12519,1703,18/04/2017,10:16:12,4.91,7.39,15.1,46.3,1026.77,30.31,0.79,1082,1.7,9.46,114.49,0.32
12520,1704,18/04/2017,10:16:22,4.91,7.46,15.1,46.7,1026.71,30.31,0.72,1082,1.85,9.46,106.3,0.57
12521,1705,18/04/2017,10:16:33,4.91,7.43,15.1,46.8,1026.8,34.21,0.71,1082,1.85,9.36,101.56,0.42
12522,1706,18/04/2017,10:16:43,4.91,7.4,15,46.6,1026.67,34.21,0.72,1082,1.62,9.5,117.44,0.44
12523,1707,18/04/2017,10:16:53,4.91,7.4,15,46.4,1026.79,31.87,0.72,1082,1.45,9.37,121.35,0.37
12524,1708,18/04/2017,10:17:03,4.91,7.4,15,46.4,1026.65,34.21,0.82,1082,1.63,9.36,120.49,0.45
12525,1709,18/04/2017,10:17:13,4.91,7.42,15,46.4,1026.71,31.87,0.8,1082,1.5,9.46,101.46,0.41
12526,1710,18/04/2017,10:17:23,4.91,7.43,15,46.3,1026.64,34.21,0.89,1082,1.55,9.5,124.02,0.5
12527,1711,18/04/2017,10:17:33,4.91,7.42,14.9,46.3,1026.62,30.31,0.73,1082,1.51,9.36,102.93,0.3
12528,1712,18/04/2017,10:17:43,4.91,7.39,14.9,46.4,1026.52,37.33,0.79,1082,1.43,9.5,99.82,0.43
12529,1713,18/04/2017,10:17:53,4.91,7.39,14.9,46.3,1026.64,37.33,0.72,1082,1.53,9.52,120.85,0.48
12530,1714,18/04/2017,10:18:03,4.91,7.35,14.9,46.4,1026.76,37.33,0.69,1082,1.85,9.36,118.63,0.6
12531,1715,18/04/2017,10:18:13,4.91,7.44,14.8,46.4,1026.72,36.55,0.73,1082,1.77,9.46,103.2,0.38
12532,1716,18/04/2017,10:18:23,4.91,7.42,14.8,46.4,1026.63,37.33,0.73,1082,1.61,9.46,100.6,0.47
12533,1717,18/04/2017,10:18:33,4.91,7.38,14.8,46.2,1026.79,31.87,0.71,1082,1.72,9.46,110.32,0.41
12534,1718,18/04/2017,10:18:43,4.94,7.39,14.8,46.1,1026.64,37.49,0.77,1082,1.59,9.48,118.79,0.48
12535,1719,18/04/2017,10:18:53,4.91,7.42,14.7,46,1026.42,34.21,0.71,1082,1.47,9.46,109.68,0.48
12536,1720,18/04/2017,10:19:03,4.91,7.4,14.7,45.9,1026.13,34.21,0.79,1082,1.58,9.37,104.93,0.25
12537,1721,18/04/2017,10:19:13,4.91,7.41,14.7,45.9,1026.05,36.55,0.73,1082,1.53,9.36,136.58,0.72
12538,1722,18/04/2017,10:19:23,4.91,7.37,14.7,46,1026.35,36.55,0.76,1082,1.68,9.37,99.16,0.25
12539,1723,18/04/2017,10:19:33,4.91,7.42,14.7,46.4,1026.62,36.55,0.72,1082,1.67,9.36,101.46,0.25
12540,1724,18/04/2017,10:19:43,4.91,7.44,14.7,46.7,1026.74,31.87,0.77,1082,1.41,9.46,104.76,0.45
12541,1725,18/04/2017,10:19:53,4.94,7.43,14.6,47,1026.67,36.71,0.67,1082,1.64,9.36,99.82,0.47
12542,1726,18/04/2017,10:20:03,4.91,7.44,14.7,47.5,1026.65,36.55,0.77,1082,1.62,9.36,105.01,0.3
12543,1727,18/04/2017,10:20:13,4.94,7.45,14.6,47.8,1026.68,35.93,0.77,1082,1.62,9.47,131.74,0.55
12544,1728,18/04/2017,10:20:23,4.94,7.4,14.6,48.1,1026.72,36.71,0.7,1082,1.38,9.35,124.61,0.4
12545,1729,18/04/2017,10:20:33,4.91,7.43,14.6,48.6,1026.65,33.43,0.67,1082,1.4,9.46,116.89,0.39
12546,1730,18/04/2017,10:20:43,4.94,7.41,14.6,48.7,1026.69,36.71,0.77,1082,1.27,9.47,101.79,0.31
12547,1731,18/04/2017,10:20:53,4.94,7.44,14.6,48.5,1026.69,36.71,0.72,1082,1.4,9.41,100.99,0.26
12548,1732,18/04/2017,10:21:03,4.94,7.48,14.5,48.7,1026.77,36.71,0.77,1082,1.25,9.43,120.95,0.44
12549,1733,18/04/2017,10:21:13,4.94,7.47,14.5,48.9,1026.65,33.58,0.77,1082,1.27,9.37,105.26,0.34
12550,1734,18/04/2017,10:21:23,4.94,7.48,14.5,49.1,1026.75,34.36,0.7,1082,1.39,9.47,100.22,0.4
12551,1735,18/04/2017,10:21:33,4.94,7.5,14.5,49.5,1026.67,35.93,0.66,1082,1.46,9.31,118,0.33
12552,1736,18/04/2017,10:21:43,4.91,7.49,14.5,49.7,1026.44,35.77,0.77,1082,1.38,9.43,93.35,0.35
12553,1737,18/04/2017,10:21:53,4.91,7.47,14.5,49.9,1026.23,31.87,0.7,1082,1.25,9.35,103.78,0.37
12554,1738,18/04/2017,10:22:03,4.91,7.54,14.5,49.9,1025.76,34.21,0.67,1082,1.38,9.43,131.05,0.56
12555,1739,18/04/2017,10:22:13,4.94,7.49,14.5,49.8,1026.03,35.93,0.77,1082,1.51,9.35,113.62,0.47
12556,1740,18/04/2017,10:22:23,4.91,7.48,14.5,49.6,1026.11,35.77,0.77,1082,1.48,9.43,97.35,0.34
12557,1741,18/04/2017,10:22:33,4.91,7.54,14.4,49.4,1026.02,36.55,0.7,1082,1.47,9.35,116.37,0.55
12558,1742,18/04/2017,10:22:43,4.91,7.48,14.4,49.3,1026.08,34.21,0.78,1082,1.24,9.35,105.98,0.34
12559,1743,18/04/2017,10:22:53,4.91,7.51,14.4,49,1026.03,31.09,0.7,1082,1.27,9.35,109.46,0.54
12560,1744,18/04/2017,10:23:03,4.91,7.52,14.5,49,1026.09,34.21,0.78,1082,1.4,9.41,121.25,0.59
12561,1745,18/04/2017,10:23:13,4.91,7.54,14.4,48.8,1026.22,34.21,0.76,1082,1.4,9.43,135.71,0.52
12562,1746,18/04/2017,10:23:23,4.91,7.48,14.4,48.5,1026.6,35.77,0.71,1082,1.46,9.35,121.09,0.51
12563,1747,18/04/2017,10:23:33,4.91,7.47,14.4,48.5,1026.87,36.55,0.7,1082,1.28,9.35,96.7,0.31
12564,1748,18/04/2017,10:23:43,4.94,7.45,14.4,48.7,1026.87,36.71,0.79,1082,1.26,9.35,110.6,0.35
12565,1749,18/04/2017,10:23:53,4.91,7.48,14.4,48.9,1026.81,35.77,0.7,1082,1.4,9.41,95.92,0.29
12566,1750,18/04/2017,10:24:03,4.91,7.47,14.4,49.2,1026.88,33.43,0.79,1082,1.32,9.36,115.16,0.47
12567,1751,18/04/2017,10:24:13,4.91,7.51,14.4,49.2,1026.94,34.99,0.79,1082,1.07,9.43,101.37,0.28
12568,1752,18/04/2017,10:24:23,4.91,7.46,14.4,49.2,1026.88,34.21,0.76,1082,1.25,9.35,101.18,0.42
12569,1753,18/04/2017,10:24:33,4.94,7.5,14.4,49.2,1026.83,31.23,0.83,1082,1.07,9.47,118.87,0.4
12570,1754,18/04/2017,10:24:43,4.91,7.48,14.4,49.3,1026.89,31.09,0.83,1082,1.19,9.43,132.72,0.68
12571,1755,18/04/2017,10:24:53,4.94,7.44,14.4,49.7,1026.94,30.45,0.79,1082,1.16,9.47,101.18,0.3
12572,1756,18/04/2017,10:25:03,4.91,7.48,14.4,49.7,1026.82,31.09,0.7,1082,1.36,9.46,93.85,0.39
12573,1757,18/04/2017,10:25:13,4.91,7.43,14.4,49.9,1026.88,28.75,0.77,1082,1.66,9.43,104.21,0.44
12574,1758,18/04/2017,10:25:23,4.91,7.45,14.4,50,1026.93,30.31,0.7,1082,1.72,9.35,126,0.62
12575,1759,18/04/2017,10:25:33,4.91,7.42,14.4,49.9,1026.89,31.09,0.77,1082,1.9,9.31,101.51,0.31
12576,1760,18/04/2017,10:25:43,4.91,7.41,14.4,49.8,1026.92,34.21,0.67,1082,1.85,9.36,95.72,0.29
12577,1761,18/04/2017,10:25:53,4.91,7.41,14.4,50,1026.82,31.09,0.7,1082,1.53,9.36,101.22,0.28
12578,1762,18/04/2017,10:26:03,4.91,7.39,14.4,50.2,1026.88,31.09,0.67,1082,1.5,9.46,125.7,0.73
12579,1763,18/04/2017,10:26:13,4.91,7.38,14.4,50.2,1026.78,34.21,0.76,1082,1.35,9.46,101.18,0.37
